City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,melfi,40.9965,15.6514,13.31,89,55,3.64,IT,1702493221
352,columbia falls,48.3725,-114.1815,0.07,80,100,2.06,US,1702493221
353,flying fish cove,-10.4217,105.6791,24.82,88,100,2.57,CX,1702493222
354,bubaque,11.2833,-15.8333,28.05,64,100,5.3,GW,1702493222
355,konakovo,56.7,36.7667,-9.37,94,100,4.45,RU,1702493222
356,maua,-23.6678,-46.4614,31.68,64,2,5.15,BR,1702493044
357,katabu,-4.9333,122.5167,24.73,92,98,0.5,ID,1702493223
358,calama,-22.4667,-68.9333,26.27,6,0,12.35,CL,1702493223
359,villa gesell,-37.2639,-56.973,20.03,68,0,7.42,AR,1702493223
360,laojunmiao,39.8333,97.7333,-12.97,74,100,2.17,CN,1702493223
361,keflavik,64.0049,-22.5624,4.95,93,75,8.23,IS,1702493224
362,dapa,9.7594,126.0531,27.62,79,67,6.52,PH,1702493224
363,sitka,57.0531,-135.33,2.94,87,75,7.72,US,1702493195
364,enewetak,11.3474,162.3373,27.72,77,79,7.73,MH,1702493224
365,yugorsk,61.3133,63.3319,-14.5,88,100,3.66,RU,1702493225
366,paradise point,-27.8863,153.3957,23.02,88,81,0.45,AU,1702493225
367,galliano,29.4422,-90.2992,18.0,55,0,4.63,US,1702493120
368,howard springs,-12.497,131.047,26.95,96,100,1.9,AU,1702493226
369,argo,37.6333,22.7333,13.21,72,100,1.35,GR,1702493226
370,hobyo,5.3505,48.5268,26.52,74,96,6.42,SO,1702493226
371,guigang,23.0964,109.6092,21.34,88,57,1.04,CN,1702493226
372,afaahiti,-17.75,-149.2833,26.93,89,99,11.27,PF,1702493227
373,kishtwar,33.3167,75.7667,2.57,38,0,2.39,IN,1702493227
374,nova xavantina,-14.6667,-52.35,36.78,30,89,2.18,BR,1702493227
375,sandnessjoen,66.0217,12.6316,-3.94,68,20,2.06,NO,1702493227
376,karagandy,49.8019,73.1021,-27.03,84,1,3.15,KZ,1702493227
377,jiaojiang,28.6803,121.4428,11.67,90,76,1.35,CN,1702493228
378,candon,17.1947,120.4517,22.76,81,1,2.82,PH,1702493228
379,kiffa,16.6166,-11.4045,26.5,14,77,4.49,MR,1702493228
380,kalampaka,39.7044,21.6269,11.48,84,20,1.38,GR,1702493228
381,camacupa,-12.0167,17.4833,17.91,91,100,1.88,AO,1702493229
382,kermit,31.8576,-103.0927,13.36,91,100,8.38,US,1702493229
383,nar'yan-mar,67.6713,53.087,-13.67,95,100,4.61,RU,1702493229
384,namtsy,62.7161,129.6658,-31.23,99,100,0.92,RU,1702493229
385,prince rupert,54.3161,-130.3201,5.83,89,75,11.32,CA,1702493230
386,arraias,-12.9288,-46.9437,28.84,45,64,3.19,BR,1702493230
387,remire-montjoly,4.9167,-52.2667,31.02,70,0,6.17,GF,1702493230
388,iraucuba,-3.7461,-39.7833,36.72,24,0,4.14,BR,1702493230
389,olinda,-8.0089,-34.8553,29.85,66,75,5.66,BR,1702493231
390,long beach,33.767,-118.1892,20.55,71,0,2.24,US,1702493118
391,kabalo,-6.05,26.9167,21.52,98,100,1.55,CD,1702493136
392,ulsteinvik,62.3432,5.8487,3.75,70,14,1.79,NO,1702493231
393,sabang,5.8933,95.3214,27.59,77,100,6.49,ID,1702493232
394,itoman,26.1247,127.6694,19.01,82,75,1.54,JP,1702493232
395,badulla,6.9895,81.0557,20.98,98,99,2.22,LK,1702493120
396,lerwick,60.1545,-1.1494,6.0,71,100,11.59,GB,1702493232
397,san clemente del tuyu,-36.3569,-56.7235,19.99,80,27,8.71,AR,1702493232
398,muisne,0.6,-80.0333,26.81,82,90,5.01,EC,1702493233
399,sinabang,2.4803,96.3801,26.25,84,83,2.56,ID,1702493233
400,liman,48.9884,37.8023,-4.14,93,100,4.54,UA,1702493233
401,bikin,46.8161,134.26,-27.84,95,5,0.95,RU,1702493233
402,novoagansk,61.9449,76.6625,-18.95,99,100,2.69,RU,1702493233
403,gazojak,41.1875,61.4036,-5.84,42,100,9.57,TM,1702493234
404,yuzhno-kurilsk,44.0306,145.8556,-2.57,69,100,13.79,RU,1702493234
405,pacasmayo,-7.4006,-79.5714,23.52,72,8,6.54,PE,1702493234
406,rio preto da eva,-2.6994,-59.6997,32.74,54,97,1.0,BR,1702493234
407,langsa,4.4683,97.9683,23.58,96,100,0.99,ID,1702493234
408,mount isa,-20.7333,139.5,29.87,51,98,3.6,AU,1702493235
409,hameenkyro,61.6391,23.1953,-8.33,95,100,2.55,FI,1702493235
410,fada,9.5667,8.3,20.88,30,50,2.28,NG,1702493235
411,georgetown,5.4112,100.3354,25.96,89,20,3.09,MY,1702493235
412,burabay,53.0838,70.3138,-25.36,79,0,2.57,KZ,1702493236
413,luderitz,-26.6481,15.1594,16.76,71,0,10.51,NA,1702493236
414,tarawa,1.419,172.984,29.05,79,100,3.09,KI,1702493236
415,bolgatanga,10.7856,-0.8514,25.66,15,0,2.35,GH,1702493236
416,pangai,-19.8,-174.35,26.06,83,75,2.57,TO,1702493237
417,bandar seri begawan,4.9403,114.9481,25.99,100,75,1.54,BN,1702493237
418,gandajika,-6.75,23.95,19.33,97,100,0.55,CD,1702493237
419,yilan,24.757,121.753,20.51,89,0,1.3,TW,1702493121
420,antofagasta,-23.65,-70.4,20.6,64,98,3.26,CL,1702493238
421,vrangel',42.7297,133.0839,-9.24,39,100,4.33,RU,1702493238
422,polyarnyy,69.1989,33.4478,-16.72,100,91,4.38,RU,1702493238
423,island harbour,50.724,-1.2758,8.29,79,98,3.58,GB,1702493239
424,turkmenbasy,40.0222,52.9552,-2.57,93,100,7.2,TM,1702493239
425,fabens,31.5023,-106.1586,16.82,41,0,6.53,US,1702493239
426,cole harbour,44.6724,-63.4751,4.42,88,75,3.58,CA,1702493239
427,puerto baquerizo moreno,-0.9,-89.6,26.55,83,75,5.66,EC,1702493239
428,dabhol,17.6,73.1667,22.48,64,14,2.43,IN,1702493240
429,al kharijah,25.4514,30.5464,15.55,48,0,2.99,EG,1702493144
430,front royal,38.9182,-78.1944,10.61,26,0,4.12,US,1702493005
431,yallahs,17.8748,-76.5624,28.85,77,100,4.27,JM,1702493240
432,mikuni,36.2171,136.1519,2.95,69,99,1.74,JP,1702493241
433,pauini,-7.7136,-66.9764,34.05,49,100,1.76,BR,1702493241
434,dayr hafir,36.1569,37.7078,11.79,68,2,4.1,SY,1702493241
435,kisangani,0.5167,25.2,23.47,89,100,0.85,CD,1702493241
436,shiprock,36.7855,-108.687,9.19,54,41,10.04,US,1702493242
437,uyar,55.81,94.3153,-28.3,91,100,2.54,RU,1702493242
438,whangarei,-35.7317,174.3239,16.98,70,74,4.1,NZ,1702493242
439,china,25.7,-99.2333,21.27,74,100,5.66,MX,1702493242
440,loei,17.4167,101.5,16.11,79,92,0.86,TH,1702493242
441,murghob,38.1702,73.9667,-15.55,80,4,3.36,TJ,1702493243
442,tegueste,28.5167,-16.3167,18.42,66,0,4.92,ES,1702493243
443,shetpe,44.1667,52.1167,-8.4,68,100,9.49,KZ,1702493243
444,elumalai,9.8667,77.7,23.5,90,66,1.52,IN,1702493243
445,yuncheng,35.0231,110.9928,1.2,88,100,1.37,CN,1702493244
446,cortland,42.6001,-76.083,2.38,61,100,4.12,US,1702493206
447,ola,59.5833,151.2833,-14.92,76,100,5.61,RU,1702493244
448,san juan de miraflores,-12.1629,-76.9635,23.29,73,54,5.15,PE,1702493244
449,kodinsk,58.6881,99.1844,-30.87,95,100,1.77,RU,1702493244
450,bemidji,47.4736,-94.8803,1.21,73,0,2.57,US,1702493244
451,paita,-5.0892,-81.1144,25.46,67,10,7.52,PE,1702492997
452,midelt,32.6852,-4.7451,9.96,59,55,5.01,MA,1702493245
453,kurumkan,54.3,110.3,-25.49,99,64,1.34,RU,1702493245
454,nabire,-3.3667,135.4833,25.56,93,100,0.79,ID,1702493245
455,laguna,38.421,-121.4238,15.05,71,0,0.0,US,1702493246
456,guatrache,-37.6678,-63.5302,32.74,11,0,1.86,AR,1702493246
457,akjoujt,19.6969,-14.4164,25.71,15,4,3.45,MR,1702493246
458,kill devil hills,36.0307,-75.676,11.1,68,0,1.54,US,1702493199
459,qarqin,37.4185,66.0436,7.46,59,100,1.47,AF,1702493248
460,lethem,3.3803,-59.7968,35.53,38,99,5.21,GY,1702493248
461,abepura,-2.6333,140.5833,26.45,89,100,1.54,ID,1702493248
462,vila franca do campo,37.7167,-25.4333,15.23,67,100,4.8,PT,1702493248
463,urengoy,65.9667,78.3667,-28.19,100,100,1.56,RU,1702493248
464,yashikira,9.7667,3.4,24.19,19,8,1.97,NG,1702493248
465,taixing,32.1667,120.0136,10.45,95,100,1.08,CN,1702493249
466,kailua-kona,19.6406,-155.9956,25.84,80,40,2.06,US,1702493249
467,chuzhou,32.3219,118.2978,8.89,94,100,1.23,CN,1702493249
468,eremo,45.1371,10.7354,8.52,98,94,0.89,IT,1702493249
469,argudan,43.4214,43.9158,1.49,93,100,1.57,RU,1702493249
470,el porvenir,13.7617,-87.3458,26.63,43,5,5.11,HN,1702493250
471,biltine,14.5333,20.9167,22.31,19,5,7.53,TD,1702493250
472,alaghsas,17.0187,8.0168,20.94,19,0,5.14,NE,1702493250
473,nouadhibou,20.931,-17.0347,24.99,38,3,4.12,MR,1702493250
474,inongo,-1.95,18.2667,22.82,92,27,0.61,CD,1702493251
475,kristiansund,63.1115,7.732,-0.64,74,20,3.09,NO,1702493251
476,carutapera,-1.195,-46.02,30.4,63,29,5.02,BR,1702493251
477,lucheng,31.2336,117.2806,9.58,91,100,1.48,CN,1702493251
478,danao,10.5208,124.0272,26.03,87,51,3.59,PH,1702493251
479,tsiombe,-25.3,45.4833,25.36,84,100,3.45,MG,1702493252
480,massawa,15.6097,39.45,26.5,68,93,5.99,ER,1702493252
481,brisas de zicatela,15.8369,-97.0419,30.06,48,75,2.94,MX,1702493252
482,ardestan,33.3761,52.3694,10.09,57,100,1.37,IR,1702493252
483,gabu,12.2833,-14.2167,28.41,18,5,1.86,GW,1702493253
484,mount gambier,-37.8333,140.7667,13.96,92,63,4.2,AU,1702493253
485,petropavlovskaya,45.0819,40.4512,5.27,91,100,3.08,RU,1702493253
486,at taj,24.2049,23.2857,13.97,46,0,2.38,LY,1702493253
487,selty,57.3132,52.1345,-15.6,80,100,4.54,RU,1702493253
488,acapulco de juarez,16.8634,-99.8901,32.9,40,75,3.09,MX,1702493253
489,cockburn town,21.4612,-71.1419,26.27,74,100,10.96,TC,1702493254
490,arkalyk,50.2486,66.9114,-19.3,75,5,6.56,KZ,1702493254
491,mil'kovo,55.6078,37.7956,-10.32,93,100,5.41,RU,1702493254
492,grand falls-windsor,48.9332,-55.6649,2.5,72,100,0.89,CA,1702493254
493,afikpo,5.8931,7.9374,27.07,34,1,0.14,NG,1702493254
494,shimoda,34.6667,138.95,10.61,64,99,2.14,JP,1702493255
495,cape coast,5.1053,-1.2466,27.11,59,13,4.28,GH,1702493255
496,kingaroy,-26.5333,151.8333,15.11,97,62,1.42,AU,1702493255
497,pimentel,-6.8367,-79.9342,27.16,61,0,7.72,PE,1702493255
498,wuyang,31.9925,116.2472,6.78,93,100,2.39,CN,1702493255
499,jianshui,23.6363,102.8264,13.77,97,46,1.57,CN,1702493256
500,quellon,-43.1167,-73.6167,13.62,59,100,1.63,CL,1702493256
501,beckenham,-32.0216,115.9648,20.08,64,0,5.66,AU,1702493256
502,princeville,45.7668,-61.2985,6.06,80,100,4.12,CA,1702493256
503,salavan,15.7167,106.4167,20.02,89,17,1.48,LA,1702493257
504,santa ana de yacuma,-13.75,-65.4333,33.97,55,40,5.14,BO,1702493257
505,vorkuta,67.5,64.0,-15.91,96,100,4.0,RU,1702492993
506,aras-asan,8.8908,126.3033,25.98,85,92,3.18,PH,1702493257
507,mitu,1.1983,-70.1733,29.88,74,36,0.41,CO,1702493258
508,egilsstadir,65.2653,-14.3948,7.95,76,75,10.8,IS,1702493258
509,chabahar,25.2919,60.643,23.6,56,8,2.11,IR,1702493258
510,rikaze,29.25,88.8833,-4.38,27,0,1.49,CN,1702493258
511,forster,-32.1667,152.5167,18.49,97,67,2.09,AU,1702493258
512,kimbe,-5.5502,150.1429,24.51,93,77,1.72,PG,1702493259
513,kramfors,62.9316,17.7765,-10.12,92,56,2.06,SE,1702493259
514,ulanhot,46.0833,122.0833,-19.12,94,80,1.05,CN,1702493259
515,kruhlaye,54.2466,29.7957,0.48,99,100,3.71,BY,1702493259
516,belawan,3.7755,98.6832,25.16,93,100,2.97,ID,1702493259
517,mount darwin,-16.7725,31.5838,20.94,87,99,2.72,ZW,1702493260
518,tindouf,27.6711,-8.1474,22.25,21,0,2.06,DZ,1702493260
519,bandarbeyla,9.4942,50.8122,25.55,74,64,7.72,SO,1702493260
520,mossel bay,-34.1831,22.146,18.96,74,30,1.18,ZA,1702493260
521,kutum,14.2,24.6667,15.28,27,10,4.81,SD,1702493261
522,am timan,11.0297,20.2827,26.3,20,23,2.43,TD,1702493261
523,ilek,51.5271,53.3831,-12.1,52,100,7.54,RU,1702493261
524,zadar,44.1197,15.2422,16.34,82,75,5.14,HR,1702493261
525,ghanzi,-21.5667,21.7833,25.54,54,100,9.16,BW,1702493262
526,trail,49.0998,-117.7022,2.76,84,92,0.72,CA,1702493262
527,motueka,-41.1333,173.0167,14.5,62,20,2.29,NZ,1702493262
528,contai,21.7786,87.7536,18.35,45,93,1.74,IN,1702493262
529,ta`u,-14.2336,-169.5144,26.23,88,100,6.28,AS,1702493263
530,inari,68.906,27.0288,-16.89,100,53,1.72,FI,1702493263
531,kavaratti,10.5669,72.642,28.68,73,53,2.08,IN,1702493263
532,kaba,47.35,21.2833,6.12,95,100,1.53,HU,1702493264
533,la barca,20.2833,-102.5667,20.87,43,100,1.26,MX,1702493264
534,baiona,43.4833,-1.4833,12.66,82,75,9.77,FR,1702493264
535,mandalgovi,45.7625,106.2708,-17.62,92,100,7.02,MN,1702493264
536,turkestan,43.3333,68.25,-7.12,26,0,13.61,KZ,1702493265
537,christchurch,-43.5333,172.6333,15.23,92,100,0.45,NZ,1702493265
538,broken hill,-31.95,141.4333,20.72,42,0,3.0,AU,1702493265
539,sandakan,5.8402,118.1179,26.82,94,20,1.54,MY,1702493265
540,papao,-17.75,-149.55,27.82,88,97,11.72,PF,1702493266
541,bar,49.0772,27.6826,3.08,96,100,7.48,UA,1702493266
542,kasongo-lunda,-6.4667,16.8167,22.28,97,100,0.76,CD,1702493266
543,cruzeiro do sul,-29.5128,-51.9853,33.62,60,100,1.71,BR,1702493266
544,crane,31.3974,-102.3501,12.77,94,100,7.76,US,1702493266
545,boca suno,-0.7167,-77.1333,24.77,78,99,0.49,EC,1702493267
546,challapata,-18.9,-66.7667,16.95,44,100,3.06,BO,1702493267
547,acarau,-2.8856,-40.12,29.39,69,0,9.98,BR,1702493124
548,al bayda',32.7627,21.7551,14.06,70,4,4.4,LY,1702493267
549,tongren,27.7172,109.1853,14.32,97,27,0.89,CN,1702493267
550,praia,14.9215,-23.5087,26.3,57,100,7.2,CV,1702493267
551,kuanda,56.3161,116.0806,-34.97,96,71,0.21,RU,1702493268
552,alfredo v. bonfil,21.0833,-86.85,27.97,74,75,4.12,MX,1702493268
553,yarkovo,57.4028,67.0786,-20.08,84,94,4.19,RU,1702493268
554,usogorsk,63.4106,48.6872,-12.96,94,100,3.83,RU,1702493114
555,fontanelas,38.8472,-9.4372,13.42,80,20,3.6,PT,1702493268
556,senanga,-16.1167,23.2667,21.72,87,100,4.09,ZM,1702493268
557,cananeia,-25.0147,-47.9267,25.96,68,11,4.12,BR,1702493269
558,porto novo,6.4965,2.6036,28.9,55,0,2.64,BJ,1702493269
559,walvis bay,-22.9575,14.5053,17.53,77,0,2.06,NA,1702493269
560,kamennomostskiy,44.2983,40.1856,5.73,95,100,0.96,RU,1702493269
561,reggane,26.7158,0.1714,19.65,19,5,2.5,DZ,1702493269
562,kalmunai,7.4167,81.8167,25.19,91,94,2.88,LK,1702493269
563,selkirk,50.1436,-96.8845,-3.96,81,95,3.58,CA,1702493270
564,galle,6.0367,80.217,25.98,89,94,0.98,LK,1702493020
565,swakopmund,-22.6833,14.5333,17.47,78,5,1.79,NA,1702493270
566,essaouira,31.5125,-9.77,17.92,84,8,8.46,MA,1702493270
567,pana,39.3889,-89.0801,8.66,33,100,0.66,US,1702493270
568,ambovombe,-25.1667,46.0833,24.8,89,100,2.98,MG,1702493270
569,pimenta bueno,-11.6725,-61.1936,33.83,45,95,1.4,BR,1702493271
